idx,id,name,role,movie_title,movie_id
1182,268488,Amir Farrokh Hashemian,Star,Bacheha-ye aseman,118849
1183,781245,Bahare Seddiqi,Star,Bacheha-ye aseman,118849
1184,154,Mel Gibson,Director,Hacksaw Ridge,2119532
1185,770938,Robert Schenkkan,Writer,Hacksaw Ridge,2119532
1186,460795,Andrew Knight,Writer,Hacksaw Ridge,2119532
1187,1940449,Andrew Garfield,Star,Hacksaw Ridge,2119532
1188,941777,Sam Worthington,Star,Hacksaw Ridge,2119532
1189,3478396,Luke Bracey,Star,Hacksaw Ridge,2119532
1190,27572,Wes Anderson,Director,The Grand Budapest Hotel,2278388
1191,959003,Stefan Zweig,Writer,The Grand Budapest Hotel,2278388
1192,27572,Wes Anderson,Writer,The Grand Budapest Hotel,2278388
1193,2450453,Hugo Guinness,Writer,The Grand Budapest Hotel,2278388
1194,146,Ralph Fiennes,Star,The Grand Budapest Hotel,2278388
1195,719,F. Murray Abraham,Star,The Grand Budapest Hotel,2278388
1196,23832,Mathieu Amalric,Star,The Grand Budapest Hotel,2278388
1197,2588606,Steve McQueen,Director,12 Years a Slave,2024544
1198,725983,John Ridley,Writer,12 Years a Slave,2024544
1199,1185849,Solomon Northup,Writer,12 Years a Slave,2024544
1200,252230,Chiwetel Ejiofor,Star,12 Years a Slave,2024544
1201,931324,Michael Kenneth Williams,Star,12 Years a Slave,2024544
1202,1055413,Michael Fassbender,Star,12 Years a Slave,2024544
1203,500,Richard Linklater,Director,Before Sunrise,112471
1204,500,Richard Linklater,Writer,Before Sunrise,112471
1205,471811,Kim Krizan,Writer,Before Sunrise,112471
1206,160,Ethan Hawke,Star,Before Sunrise,112471
1207,365,Julie Delpy,Star,Before Sunrise,112471
1208,248600,Andrea Eckert,Star,Before Sunrise,112471
1209,1218281,Jon Watts,Director,Spider-Man: No Way Home,10872600
1210,571344,Chris McKenna,Writer,Spider-Man: No Way Home,10872600
1211,1273099,Erik Sommers,Writer,Spider-Man: No Way Home,10872600
1212,498278,Stan Lee,Writer,Spider-Man: No Way Home,10872600
1213,4043618,Tom Holland,Star,Spider-Man: No Way Home,10872600
1214,3918035,Zendaya,Star,Spider-Man: No Way Home,10872600
1215,1212722,Benedict Cumberbatch,Star,Spider-Man: No Way Home,10872600
1216,631,Ridley Scott,Director,Blade Runner,83658
1217,266684,Hampton Fancher,Writer,Blade Runner,83658
1218,672459,David Webb Peoples,Writer,Blade Runner,83658
1219,1140,Philip K. Dick,Writer,Blade Runner,83658
1220,148,Harrison Ford,Star,Blade Runner,83658
1221,442,Rutger Hauer,Star,Blade Runner,83658
1222,707,Sean Young,Star,Blade Runner,83658
1223,94435,Bong Joon Ho,Director,Salinui chueok,353969
1224,94435,Bong Joon Ho,Writer,Salinui chueok,353969
1225,1323286,Kwang-rim Kim,Writer,Salinui chueok,353969
1226,1646563,Sung-bo Shim,Writer,Salinui chueok,353969
1227,814280,Song Kang-ho,Star,Salinui chueok,353969
1228,1235292,Kim Sang-kyung,Star,Salinui chueok,353969
1229,1323287,Kim Roe-ha,Star,Salinui chueok,353969
1230,83348,Brad Bird,Director,Ratatouille,382932
1231,684342,Jan Pinkava,Director,Ratatouille,382932
1232,83348,Brad Bird,Writer,Ratatouille,382932
1233,684342,Jan Pinkava,Writer,Ratatouille,382932
1234,135296,Jim Capobianco,Writer,Ratatouille,382932
1235,4951,Brad Garrett,Star,Ratatouille,382932
1236,738918,Lou Romano,Star,Ratatouille,382932
1237,652663,Patton Oswalt,Star,Ratatouille,382932
1238,399,David Fincher,Director,Gone Girl,2267998
1239,5058839,Gillian Flynn,Writer,Gone Girl,2267998
1240,255,Ben Affleck,Star,Gone Girl,2267998
1241,683253,Rosamund Pike,Star,Gone Girl,2267998
1242,439,Neil Patrick Harris,Star,Gone Girl,2267998
1243,213450,Dean DeBlois,Director,How to Train Your Dragon,892769
1244,761498,Chris Sanders,Director,How to Train Your Dragon,892769
1245,204030,William Davies,Writer,How to Train Your Dragon,892769
1246,213450,Dean DeBlois,Writer,How to Train Your Dragon,892769
1247,761498,Chris Sanders,Writer,How to Train Your Dragon,892769
1248,59431,Jay Baruchel,Star,How to Train Your Dragon,892769
1249,124930,Gerard Butler,Star,How to Train Your Dragon,892769
1250,2395586,Christopher Mintz-Plasse,Star,How to Train Your Dragon,892769
1251,230032,Pete Docter,Director,"Monsters, Inc.",198781
1252,798899,David Silverman,Director,"Monsters, Inc.",198781
1253,881279,Lee Unkrich,Director,"Monsters, Inc.",198781
1254,230032,Pete Docter,Writer,"Monsters, Inc.",198781
1255,191717,Jill Culton,Writer,"Monsters, Inc.",198781
1256,682066,Jeff Pidgeon,Writer,"Monsters, Inc.",198781
1257,345,Billy Crystal,Star,"Monsters, Inc.",198781
1258,422,John Goodman,Star,"Monsters, Inc.",198781
1259,316701,Mary Gibbs,Star,"Monsters, Inc.",198781
1260,229,Steven Spielberg,Director,Jaws,73195
1261,1940,Peter Benchley,Writer,Jaws,73195
1262,331956,Carl Gottlieb,Writer,Jaws,73195
1263,1702,Roy Scheider,Star,Jaws,73195
1264,1727,Robert Shaw,Star,Jaws,73195
1265,377,Richard Dreyfuss,Star,Jaws,73195
1266,6487,Jim Sheridan,Director,In the Name of the Father,107207
1267,174840,Gerry Conlon,Writer,In the Name of the Father,107207
1268,313623,Terry George,Writer,In the Name of the Father,107207
1269,6487,Jim Sheridan,Writer,In the Name of the Father,107207
1270,358,Daniel Day-Lewis,Star,In the Name of the Father,107207
1271,592,Pete Postlethwaite,Star,In the Name of the Father,107207
1272,188949,Alison Crosbie,Star,In the Name of the Father,107207
1273,1167933,Damián Szifron,Director,Relatos salvajes,3011894
1274,2265326,Julian Loyola,Writer,Relatos salvajes,3011894
1275,1167933,Damián Szifron,Writer,Relatos salvajes,3011894
1276,1238855,Germán Servidio,Writer,Relatos salvajes,3011894
1277,334882,Darío Grandinetti,Star,Relatos salvajes,3011894
1278,555404,María Marull,Star,Relatos salvajes,3011894
1279,897640,Mónica Villa,Star,Relatos salvajes,3011894
1280,122,Charles Chaplin,Director,The Gold Rush,15864
1281,122,Charles Chaplin,Writer,The Gold Rush,15864
1282,122,Charles Chaplin,Star,The Gold Rush,15864
1283,841501,Mack Swain,Star,The Gold Rush,15864
1284,615306,Tom Murray,Star,The Gold Rush,15864
1285,3506,James Mangold,Director,Ford v Ferrari,1950186
1286,125336,Jez Butterworth,Writer,Ford v Ferrari,1950186
1287,3890871,John-Henry Butterworth,Writer,Ford v Ferrari,1950186
1288,445669,Jason Keller,Writer,Ford v Ferrari,1950186
1289,354,Matt Damon,Star,Ford v Ferrari,1950186
1290,288,Christian Bale,Star,Ford v Ferrari,1950186
1291,1256532,Jon Bernthal,Star,Ford v Ferrari,1950186
1292,36,Buster Keaton,Director,Sherlock Jr.,15324
1293,369841,Jean C. Havez,Writer,Sherlock Jr.,15324
1294,593477,Joseph A. Mitchell,Writer,Sherlock Jr.,15324
1295,115669,Clyde Bruckman,Writer,Sherlock Jr.,15324
1296,36,Buster Keaton,Star,Sherlock Jr.,15324
1297,570230,Kathryn McGuire,Star,Sherlock Jr.,15324
1298,444172,Joe Keaton,Star,Sherlock Jr.,15324
1299,254178,Adam Elliot,Director,Mary and Max.,978762
1300,254178,Adam Elliot,Writer,Mary and Max.,978762
1301,1057,Toni Collette,Star,Mary and Max.,978762
1302,450,Philip Seymour Hoffman,Star,Mary and Max.,978762
1303,51509,Eric Bana,Star,Mary and Max.,978762
1304,1047,Michael Cimino,Director,The Deer Hunter,77416
1305,1047,Michael Cimino,Writer,The Deer Hunter,77416
1306,913346,Deric Washburn,Writer,The Deer Hunter,77416
1307,307311,Louis Garfinkle,Writer,The Deer Hunter,77416
1308,134,Robert De Niro,Star,The Deer Hunter,77416
1309,686,Christopher Walken,Star,The Deer Hunter,77416
1310,1030,John Cazale,Star,The Deer Hunter,77416
1311,115669,Clyde Bruckman,Director,The General,17925
1312,36,Buster Keaton,Director,The General,17925
1313,36,Buster Keaton,Writer,The General,17925
1314,115669,Clyde Bruckman,Writer,The General,17925
1315,90213,Al Boasberg,Writer,The General,17925
1316,36,Buster Keaton,Star,The General,17925
1317,533045,Marion Mack,Star,The General,17925
1318,147070,Glen Cavender,Star,The General,17925
1319,167241,Henri-Georges Clouzot,Director,Le salaire de la peur,46268
1320,36062,Georges Arnaud,Writer,Le salaire de la peur,46268
1321,167241,Henri-Georges Clouzot,Writer,Le salaire de la peur,46268
1322,167242,Jérôme Géronimi,Writer,Le salaire de la peur,46268
1323,598971,Yves Montand,Star,Le salaire de la peur,46268
1324,889024,Charles Vanel,Star,Le salaire de la peur,46268
1325,886870,Peter van Eyck,Star,Le salaire de la peur,46268
1326,1008,Frank Capra,Director,Mr. Smith Goes to Washington,31679
1327,118227,Sidney Buchman,Writer,Mr. Smith Goes to Washington,31679
1328,287931,Lewis R. Foster,Writer,Mr. Smith Goes to Washington,31679
1329,175333,Myles Connolly,Writer,Mr. Smith Goes to Washington,31679
1330,71,James Stewart,Star,Mr. Smith Goes to Washington,31679
1331,795,Jean Arthur,Star,Mr. Smith Goes to Washington,31679
1332,1647,Claude Rains,Star,Mr. Smith Goes to Washington,31679
1333,3506,James Mangold,Director,Logan,3315342
1334,3506,James Mangold,Writer,Logan,3315342
1335,291082,Scott Frank,Writer,Logan,3315342
1336,338169,Michael Green,Writer,Logan,3315342
1337,413168,Hugh Jackman,Star,Logan,3315342
1338,1772,Patrick Stewart,Star,Logan,3315342
1339,6748436,Dafne Keen,Star,Logan,3315342
1340,1415,Elia Kazan,Director,On the Waterfront,47296
1341,775977,Budd Schulberg,Writer,On the Waterfront,47296
1342,425711,Malcolm Johnson,Writer,On the Waterfront,47296
1343,802563,Robert Siodmak,Writer,On the Waterfront,47296
1344,8,Marlon Brando,Star,On the Waterfront,47296
1345,1500,Karl Malden,Star,On the Waterfront,47296
1346,2011,Lee J. Cobb,Star,On the Waterfront,47296
1347,814,John G. Avildsen,Director,Rocky,75148
1348,230,Sylvester Stallone,Writer,Rocky,75148
1349,230,Sylvester Stallone,Star,Rocky,75148
1350,1735,Talia Shire,Star,Rocky,75148
1351,949350,Burt Young,Star,Rocky,75148
1352,5,Ingmar Bergman,Director,Smultronstället,50986
1353,5,Ingmar Bergman,Writer,Smultronstället,50986
1354,803705,Victor Sjöström,Star,Smultronstället,50986
1355,761,Bibi Andersson,Star,Smultronstället,50986
1356,862026,Ingrid Thulin,Star,Smultronstället,50986
1357,654868,Yasujirô Ozu,Director,Tôkyô monogatari,46438
1358,633792,Kôgo Noda,Writer,Tôkyô monogatari,46438
1359,654868,Yasujirô Ozu,Writer,Tôkyô monogatari,46438
1360,753479,Chishû Ryû,Star,Tôkyô monogatari,46438
1361,383261,Chieko Higashiyama,Star,Tôkyô monogatari,46438
1362,945522,Sô Yamamura,Star,Tôkyô monogatari,46438
1363,715346,Carol Reed,Director,The Third Man,41959
1364,1294,Graham Greene,Writer,The Third Man,41959
1365,80,Orson Welles,Writer,The Third Man,41959
1366,466099,Alexander Korda,Writer,The Third Man,41959
1367,80,Orson Welles,Star,The Third Man,41959
1368,1072,Joseph Cotten,Star,The Third Man,41959
1369,885098,Alida Valli,Star,The Third Man,41959
1370,1417038,Haruo Sotozaki,Director,Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,32820897
1371,2137662,Hikaru Kondô,Director,Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,32820897
1372,10281577,Koyoharu Gotouge,Writer,Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,32820897
1373,2137662,Hikaru Kondô,Writer,Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,32820897
1374,6450743,Zach Aguilar,Star,Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,32820897
1375,2876104,Ryan Bartley,Star,Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,32820897
1376,97765,Johnny Yong Bosch,Star,Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,32820897
1377,565336,Tom McCarthy,Director,Spotlight,1895587
1378,1802857,Josh Singer,Writer,Spotlight,1895587
1379,565336,Tom McCarthy,Writer,Spotlight,1895587
1380,749263,Mark Ruffalo,Star,Spotlight,1895587
1381,474,Michael Keaton,Star,Spotlight,1895587
1382,1046097,Rachel McAdams,Star,Spotlight,1895587
1383,9204865,Nithilan Saminathan,Director,Maharaja,26548265
1384,9204865,Nithilan Saminathan,Writer,Maharaja,26548265
1385,4043111,Vijay Sethupathi,Star,Maharaja,26548265
1386,440604,Anurag Kashyap,Star,Maharaja,26548265
1387,1952830,Mamta Mohandas,Star,Maharaja,26548265
1388,893659,Gore Verbinski,Director,Pirates of the Caribbean: The Curse of the Black Pearl,325980
1389,254645,Ted Elliott,Writer,Pirates of the Caribbean: The Curse of the Black Pearl,325980
1390,744429,Terry Rossio,Writer,Pirates of the Caribbean: The Curse of the Black Pearl,325980
1391,64181,Stuart Beattie,Writer,Pirates of the Caribbean: The Curse of the Black Pearl,325980
1392,136,Johnny Depp,Star,Pirates of the Caribbean: The Curse of the Black Pearl,325980
1393,1691,Geoffrey Rush,Star,Pirates of the Caribbean: The Curse of the Black Pearl,325980
1394,89217,Orlando Bloom,Star,Pirates of the Caribbean: The Curse of the Black Pearl,325980
1395,116,James Cameron,Director,The Terminator,88247
1396,116,James Cameron,Writer,The Terminator,88247
1397,5036,Gale Anne Hurd,Writer,The Terminator,88247
1398,936537,William Wisher,Writer,The Terminator,88247
1399,216,Arnold Schwarzenegger,Star,The Terminator,88247
1400,157,Linda Hamilton,Star,The Terminator,88247
1401,299,Michael Biehn,Star,The Terminator,88247
1402,440913,Mathieu Kassovitz,Director,La haine,113247
1403,440913,Mathieu Kassovitz,Writer,La haine,113247
1404,1993,Vincent Cassel,Star,La haine,113247
1405,468003,Hubert Koundé,Star,La haine,113247
1406,846548,Saïd Taghmaoui,Star,La haine,113247
1407,1054,Joel Coen,Director,The Big Lebowski,118715
1408,1053,Ethan Coen,Director,The Big Lebowski,118715
1409,1053,Ethan Coen,Writer,The Big Lebowski,118715
1410,1054,Joel Coen,Writer,The Big Lebowski,118715
1411,313,Jeff Bridges,Star,The Big Lebowski,118715
1412,422,John Goodman,Star,The Big Lebowski,118715
1413,194,Julianne Moore,Star,The Big Lebowski,118715
1414,4377096,T.J. Gnanavel,Director,Jai Bhim,15097216
1415,4377096,T.J. Gnanavel,Writer,Jai Bhim,15097216
1416,13222819,Rajendra Sapre,Writer,Jai Bhim,15097216
1417,1421814,Suriya,Star,Jai Bhim,15097216
1418,7934649,Lijo Mol Jose,Star,Jai Bhim,15097216
1419,8904193,Manikandan K.,Star,Jai Bhim,15097216
1420,5,Ingmar Bergman,Director,Det sjunde inseglet,50976
1421,5,Ingmar Bergman,Writer,Det sjunde inseglet,50976
1422,1884,Max von Sydow,Star,Det sjunde inseglet,50976
1423,85038,Gunnar Björnstrand,Star,Det sjunde inseglet,50976
1424,252345,Bengt Ekerot,Star,Det sjunde inseglet,50976
1425,1049433,Lenny Abrahamson,Director,Room,3170832
1426,1480980,Emma Donoghue,Writer,Room,3170832
1427,488953,Brie Larson,Star,Room,3170832
1428,5016878,Jacob Tremblay,Star,Room,3170832
1429,108703,Sean Bridgers,Star,Room,3170832
1430,313623,Terry George,Director,Hotel Rwanda,395169
1431,669311,Keir Pearson,Writer,Hotel Rwanda,395169
1432,313623,Terry George,Writer,Hotel Rwanda,395169
1433,332,Don Cheadle,Star,Hotel Rwanda,395169
1434,645683,Sophie Okonedo,Star,Hotel Rwanda,395169
1435,1618,Joaquin Phoenix,Star,Hotel Rwanda,395169
1436,231,Oliver Stone,Director,Platoon,91763
1437,231,Oliver Stone,Writer,Platoon,91763
1438,221,Charlie Sheen,Star,Platoon,91763
1439,297,Tom Berenger,Star,Platoon,91763
1440,353,Willem Dafoe,Star,Platoon,91763
1441,943758,William Wyler,Director,The Best Years of Our Lives,36868
1442,792845,Robert E. Sherwood,Writer,The Best Years of Our Lives,36868
1443,437969,MacKinlay Kantor,Writer,The Best Years of Our Lives,36868
1444,1485,Myrna Loy,Star,The Best Years of Our Lives,36868
1445,763,Dana Andrews,Star,The Best Years of Our Lives,36868
1446,545298,Fredric March,Star,The Best Years of Our Lives,36868
1447,500,Richard Linklater,Director,Before Sunset,381681
1448,500,Richard Linklater,Writer,Before Sunset,381681
1449,365,Julie Delpy,Writer,Before Sunset,381681
1450,160,Ethan Hawke,Writer,Before Sunset,381681
1451,160,Ethan Hawke,Star,Before Sunset,381681
1452,365,Julie Delpy,Star,Before Sunset,381681
1453,229943,Vernon Dobtcheff,Star,Before Sunset,381681
1454,936404,Robert Wise,Director,The Sound of Music,59742
1455,403346,Georg Hurdalek,Writer,The Sound of Music,59742
1456,512231,Howard Lindsay,Writer,The Sound of Music,59742
1457,189496,Russel Crouse,Writer,The Sound of Music,59742
1458,267,Julie Andrews,Star,The Sound of Music,59742
1459,1626,Christopher Plummer,Star,The Sound of Music,59742
1460,662223,Eleanor Parker,Star,The Sound of Music,59742
1461,1243,William Friedkin,Director,The Exorcist,70047
1462,87861,William Peter Blatty,Writer,The Exorcist,70047
1463,995,Ellen Burstyn,Star,The Exorcist,70047
1464,1884,Max von Sydow,Star,The Exorcist,70047
1465,304,Linda Blair,Star,The Exorcist,70047
1466,83348,Brad Bird,Director,The Incredibles,317705
1467,83348,Brad Bird,Writer,The Incredibles,317705
1468,5266,Craig T. Nelson,Star,The Incredibles,317705
1469,168,Samuel L. Jackson,Star,The Incredibles,317705
1470,456,Holly Hunter,Star,The Incredibles,317705
1471,2120,Lasse Hallström,Director,Hachi: A Dog's Tale,1028532
1472,2124742,Stephen P. Lindsey,Writer,Hachi: A Dog's Tale,1028532
1473,793881,Kaneto Shindô,Writer,Hachi: A Dog's Tale,1028532
1474,152,Richard Gere,Star,Hachi: A Dog's Tale,1028532
1475,260,Joan Allen,Star,Hachi: A Dog's Tale,1028532
1476,846480,Cary-Hiroyuki Tagawa,Star,Hachi: A Dog's Tale,1028532
1477,165,Ron Howard,Director,Rush,1979320
1478,604948,Peter Morgan,Writer,Rush,1979320
1479,117709,Daniel Brühl,Star,Rush,1979320
1480,1165110,Chris Hemsworth,Star,Rush,1979320
1481,1312575,Olivia Wilde,Star,Rush,1979320
1482,281808,Victor Fleming,Director,The Wizard of Oz,32138
1483,2030,George Cukor,Director,The Wizard of Oz,32138
1484,851537,Norman Taurog,Director,The Wizard of Oz,32138
1485,486538,Noel Langley,Writer,The Wizard of Oz,32138
1486,753249,Florence Ryerson,Writer,The Wizard of Oz,32138
1487,941138,Edgar Allan Woolf,Writer,The Wizard of Oz,32138
1488,23,Judy Garland,Star,The Wizard of Oz,32138
1489,604656,Frank Morgan,Star,The Wizard of Oz,32138
1490,1961,Ray Bolger,Star,The Wizard of Oz,32138
1491,2210720,Naoko Yamada,Director,Koe no Katachi,5323662
1492,7835741,Yoshitoki Ôima,Writer,Koe no Katachi,5323662
1493,1027089,Reiko Yoshida,Writer,Koe no Katachi,5323662
1494,997115,Miyu Irino,Star,Koe no Katachi,5323662
1495,2977461,Saori Hayami,Star,Koe no Katachi,5323662
1496,2976492,Aoi Yûki,Star,Koe no Katachi,5323662
1497,3433,Carl Theodor Dreyer,Director,La passion de Jeanne d'Arc,19254
1498,217865,Joseph Delteil,Writer,La passion de Jeanne d'Arc,19254
1499,3433,Carl Theodor Dreyer,Writer,La passion de Jeanne d'Arc,19254
1500,266029,Maria Falconetti,Star,La passion de Jeanne d'Arc,19254
1501,798564,Eugene Silvain,Star,La passion de Jeanne d'Arc,19254
1502,75551,André Berley,Star,La passion de Jeanne d'Arc,19254
1503,1661,Rob Reiner,Director,Stand by Me,92005
1504,175,Stephen King,Writer,Stand by Me,92005
1505,317279,Raynold Gideon,Writer,Stand by Me,92005
1506,262595,Bruce A. Evans,Writer,Stand by Me,92005
1507,696,Wil Wheaton,Star,Stand by Me,92005
1508,203,River Phoenix,Star,Stand by Me,92005
1509,397,Corey Feldman,Star,Stand by Me,92005
1510,83348,Brad Bird,Director,The Iron Giant,129167
1511,564827,Tim McCanlies,Writer,The Iron Giant,129167
1512,83348,Brad Bird,Writer,The Iron Giant,129167
1513,400954,Ted Hughes,Writer,The Iron Giant,129167
1514,547349,Eli Marienthal,Star,The Iron Giant,129167
1515,1065,Harry Connick Jr.,Star,The Iron Giant,129167
1516,98,Jennifer Aniston,Star,The Iron Giant,129167
1517,1463981,Çagan Irmak,Director,Babam ve Oglum,476735
1518,1463981,Çagan Irmak,Writer,Babam ve Oglum,476735
1519,1002038,Çetin Tekindor,Star,Babam ve Oglum,476735
1520,476334,Fikret Kuskan,Star,Babam ve Oglum,476735
1521,406157,Hümeyra,Star,Babam ve Oglum,476735
1522,661791,Park Chan-wook,Director,Ah-ga-ssi,4016934
1523,1258797,Sarah Waters,Writer,Ah-ga-ssi,4016934
1524,1941029,Chung Seo-kyung,Writer,Ah-ga-ssi,4016934
1525,661791,Park Chan-wook,Writer,Ah-ga-ssi,4016934
1526,1195119,Kim Min-hee,Star,Ah-ga-ssi,4016934
1527,1978402,Ha Jung-woo,Star,Ah-ga-ssi,4016934
1528,2437361,Cho Jin-woong,Star,Ah-ga-ssi,4016934
1529,1486,Sidney Lumet,Director,Network,74958
1530,154665,Paddy Chayefsky,Writer,Network,74958
1531,1159,Faye Dunaway,Star,Network,74958
1532,34,William Holden,Star,Network,74958
1533,2075,Peter Finch,Star,Network,74958
1534,690597,Gillo Pontecorvo,Director,La battaglia di Algeri,58946
1535,758357,Franco Solinas,Writer,La battaglia di Algeri,58946
1536,690597,Gillo Pontecorvo,Writer,La battaglia di Algeri,58946
1537,352835,Brahim Hadjadj,Star,La battaglia di Algeri,58946
1538,552483,Jean Martin,Star,La battaglia di Algeri,58946
1539,754272,Yacef Saadi,Star,La battaglia di Algeri,58946
1540,1417038,Haruo Sotozaki,Director,Gekijô-ban Kimetsu no Yaiba Mugen Ressha-hen,11032374
1541,10281577,Koyoharu Gotouge,Writer,Gekijô-ban Kimetsu no Yaiba Mugen Ressha-hen,11032374
1542,5137121,Natsuki Hanae,Star,Gekijô-ban Kimetsu no Yaiba Mugen Ressha-hen,11032374
1543,6981978,Akari Kitô,Star,Gekijô-ban Kimetsu no Yaiba Mugen Ressha-hen,11032374
1544,4303311,Yoshitsugu Matsuoka,Star,Gekijô-ban Kimetsu no Yaiba Mugen Ressha-hen,11032374
1545,406,John Ford,Director,The Grapes of Wrath,32551
1546,425913,Nunnally Johnson,Writer,The Grapes of Wrath,32551
1547,825705,John Steinbeck,Writer,The Grapes of Wrath,32551
1548,20,Henry Fonda,Star,The Grapes of Wrath,32551
1549,2034,Jane Darwell,Star,The Grapes of Wrath,32551
1550,1017,John Carradine,Star,The Grapes of Wrath,32551
1551,523932,Ernst Lubitsch,Director,To Be or Not to Be,35446
1552,501872,Melchior Lengyel,Writer,To Be or Not to Be,35446
1553,562372,Edwin Justus Mayer,Writer,To Be or Not to Be,35446
1554,523932,Ernst Lubitsch,Writer,To Be or Not to Be,35446
1555,1479,Carole Lombard,Star,To Be or Not to Be,35446
1556,912,Jack Benny,Star,To Be or Not to Be,35446
1557,821041,Robert Stack,Star,To Be or Not to Be,35446
1558,440604,Anurag Kashyap,Director,Gangs of Wasseypur,1954470
1559,4556524,Akhilesh Jaiswal,Writer,Gangs of Wasseypur,1954470
1560,440604,Anurag Kashyap,Writer,Gangs of Wasseypur,1954470
1561,4556473,Sachin K. Ladia,Writer,Gangs of Wasseypur,1954470
1562,48075,Manoj Bajpayee,Star,Gangs of Wasseypur,1954470
1563,1596350,Nawazuddin Siddiqui,Star,Gangs of Wasseypur,1954470
1564,223606,Tigmanshu Dhulia,Star,Gangs of Wasseypur,1954470
1565,576,Sean Penn,Director,Into the Wild,758758
1566,576,Sean Penn,Writer,Into the Wild,758758
1567,1040556,Jon Krakauer,Writer,Into the Wild,758758
1568,386472,Emile Hirsch,Star,Into the Wild,758758
1569,681,Vince Vaughn,Star,Into the Wild,758758
1570,1416,Catherine Keener,Star,Into the Wild,758758
1571,1417038,Haruo Sotozaki,Director,Kimetsu no Yaiba: Tsuzumi Yashiki-hen,16492678
1572,10281577,Koyoharu Gotouge,Writer,Kimetsu no Yaiba: Tsuzumi Yashiki-hen,16492678
1573,5137121,Natsuki Hanae,Star,Kimetsu no Yaiba: Tsuzumi Yashiki-hen,16492678
1574,6981978,Akari Kitô,Star,Kimetsu no Yaiba: Tsuzumi Yashiki-hen,16492678
1575,1683003,Hiro Shimono,Star,Kimetsu no Yaiba: Tsuzumi Yashiki-hen,16492678
1576,853238,Tate Taylor,Director,The Help,1454029
1577,853238,Tate Taylor,Writer,The Help,1454029
1578,3543826,Kathryn Stockett,Writer,The Help,1454029
1579,205626,Viola Davis,Star,The Help,1454029
1580,1297015,Emma Stone,Star,The Help,1454029
1581,818055,Octavia Spencer,Star,The Help,1454029
